Matrix Size,Naive Multiplication,Naive Loop Unrolling (Two),Naive Loop Unrolling (Four),Winograd Original,Winograd Scaled,Strassen Naive,Strassen Winograd,Sequential Block,Paralel Block,Enhanced Paralel Block
4,0.0,0.0,0.0,0.0,0.0,0.003234386444091797,0.0,0.0,0.30535030364990234,0.3305778503417969
8,0.0,0.0,0.0,0.0,0.0,0.0010423660278320312,0.0019397735595703125,0.0,0.30818819999694824,0.6915290355682373
16,0.0024538040161132812,0.001312255859375,0.0012049674987792969,0.0018768310546875,0.0,0.02190995216369629,0.03239560127258301,0.0016815662384033203,0.6507968902587891,0.3917808532714844
32,0.004067182540893555,0.006598949432373047,0.0009474754333496094,0.0056858062744140625,0.008044004440307617,0.10091090202331543,0.10135173797607422,0.003293275833129883,0.28325700759887695,0.2942783832550049
64,0.04149341583251953,0.03681826591491699,0.048325538635253906,0.04299592971801758,0.04522347450256348,0.6783034801483154,0.5974540710449219,0.04316568374633789,0.3039212226867676,0.45799851417541504
128,0.26815152168273926,0.31661105155944824,0.2977113723754883,0.36841249465942383,0.21409082412719727,5.225997447967529,5.382430791854858,0.3367338180541992,0.5831055641174316,1.8048911094665527
256,2.633939504623413,2.7360036373138428,2.5155675411224365,2.198855400085449,1.9530668258666992,29.230751991271973,28.70348572731018,2.3002500534057617,2.5995442867279053,8.642025470733643
512,17.511121034622192,19.934962034225464,29.902709484100342,21.684396028518677,21.701103687286377,314.0488350391388,307.5538945198059,30.024635076522827,30.51545214653015,71.95656275749207
